,links
"IBERCAJA DIVIDENDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99210734 
"IBERCAJA DOLAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99114936 
"IBERCAJA EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50731207 
"IBERCAJA EMERGING BONDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99152050 
"IBERCAJA EUROPA STAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99468837 
"IBERCAJA FINANCIERO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50836840 
"IBERCAJA FLEXIBLE EUROPA 10-40, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50719665 
"IBERCAJA FLEXIBLE EUROPA 50-80, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50762145 
"IBERCAJA GESTIÓN AUDAZ, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50892694 
"IBERCAJA GESTIÓN CRECIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50892728 
"IBERCAJA GESTIÓN EQUILIBRADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99523508 
"IBERCAJA GESTIÓN EVOLUCIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50805373 
"IBERCAJA GLOBAL BRANDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99468829 
"IBERCAJA HIGH YIELD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50843762 
"IBERCAJA HORIZONTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50731199 
"IBERCAJA JAPON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50831627 
"IBERCAJA MEGATRENDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99309460 
"IBERCAJA MIXTO FLEXIBLE 15, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V-99272197
"IBERCAJA NEW ENERGY, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50847839 
"IBERCAJA OBJETIVO 2024, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99544504 
"IBERCAJA OBJETIVO 2026, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99553273 
"IBERCAJA OBJETIVO 2028, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99563587 
"IBERCAJA OPORTUNIDAD RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99237638 
"IBERCAJA PLUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50777689 
"IBERCAJA RENTA FIJA 2022, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99532442 
"IBERCAJA RENTA FIJA 2024, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99470445 
"IBERCAJA RENTA FIJA 2025, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50966621 
"IBERCAJA RENTA FIJA 2026, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99277048 
"IBERCAJA RENTA FIJA EMPRESAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42842682 
"IBERCAJA RENTA FIJA SOSTENIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42739714 
"IBERCAJA SANIDAD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50821529 
"IBERCAJA SECTOR INMOBILIARIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50847847 
"IBERCAJA SELECCION RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50680859 
"IBERCAJA SMALL CAPS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99003022 
"IBERCAJA SOSTENIBLE Y SOLIDARIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50824424 
"IBERCAJA TECNOLOGICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V50821511 
"IBERIAN VALUE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87238838 
"ICARIA CAPITAL CARTERA PERMANENTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87856530 
"ICARIA CAPITAL DINAMICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04887378 
"IF GLOBAL MANAGEMENT, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88140801 
IGVF FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86359544 
"IM 93 RENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V60180791 
"IMANTIA  GLOBAL MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84803238 
"IMANTIA FONDEPOSITO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84564624 
"IMANTIA FUTURO HEALTHY, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V28706448 
"IMANTIA FUTURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84053982 
"IMANTIA GLOBAL CONSERVADOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84865963 
"IMANTIA IBEX 35, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87560355 
"IMANTIA PRO QUANT, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02830941 
"IMANTIA RENTA FIJA DURACION 0-2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82062696 
"IMANTIA RENTA FIJA FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79489316 
"IMANTIA RV IBERIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80773641 
"IMANTIA RV ZONA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81609349 
"IMDI FUNDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87749917 
"IMPASSIVE WEALTH, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04887360 
"INDEXA RV MIXTA INTERNACIONAL 75, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88331152 
"ING DIRECT FONDO NARANJA CONSERVADOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85313021 
"ING DIRECT FONDO NARANJA DINAMICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85313468 
"ING DIRECT FONDO NARANJA EURO STOXX 50, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84390749 
"ING DIRECT FONDO NARANJA IBEX 35, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83198903 
"ING DIRECT FONDO NARANJA MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85313500 
"ING DIRECT FONDO NARANJA RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84650456 
"ING DIRECT FONDO NARANJA STANDARD & POOR´S 500, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82732942 
"INTERMONEY ATTITUDE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87272308 
"INTERMONEY GESTION FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V-87036695
"INTERMONEY RENTA FIJA AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82876681 
"INTERMONEY VARIABLE EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82955923 
"INTERNATIONAL EQUITY MARKETS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88331350 
"INVERACTIVO CONFIANZA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81009284 
"INVERBANSER, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78277720 
"INVERSABADELL 10, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64368483 
"INVERSABADELL 25, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64368533 
"INVERSABADELL 50, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62624135 
"INVERSABADELL 70, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62624093 
JAPAN DEEP VALUE FUND FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66821232 
"JB INVERSIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87422366 
"JDS CAPITAL GROWTH&VALUE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88192877 
"JDS CAPITAL MULTIESTRATEGIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87694238 
"KALAHARI, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85812618 
"KRONOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04869202 
"KUTXABANK 0/100 CARTERAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95597837 
"KUTXABANK BOLSA EEUU, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95067138 
"KUTXABANK BOLSA EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95077558 
"KUTXABANK BOLSA EUROZONA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95067146 
"KUTXABANK BOLSA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48983019 
"KUTXABANK BOLSA JAPON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95067120 
"KUTXABANK BOLSA NUEVA ECONOMIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95077574 
"KUTXABANK BOLSA SECTORIAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95163812 
"KUTXABANK BOLSA SMALL & MID CAPS EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95306122 
"KUTXABANK BOLSA TENDENCIAS CARTERAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95993911 
"KUTXABANK BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48768956 
"KUTXABANK BONO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48956775 
"KUTXABANK DIVIDENDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95374047 
"KUTXABANK FONDO SOLIDARIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95372504 
"KUTXABANK GESTION ACTIVA INVERSION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95160255 
"KUTXABANK GESTION ACTIVA PATRIMONIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48768964 
"KUTXABANK GESTION ACTIVA RENDIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48412142 
"KUTXABANK RENTA FIJA CORTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01217512 
"KUTXABANK RENTA FIJA EMPRESAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20674750 
"KUTXABANK RENTA FIJA LARGO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20699732 
"KUTXABANK RENTA GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48412159 
"KUTXABANK RF CARTERAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95597829 
"KUTXABANK RF SELECCION CARTERAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95993903 
"KUTXABANK TRANSITO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95127718 
"LABORAL KUTXA AHORRO,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20476016 
"LABORAL KUTXA AKTIBO EKI, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75182030 
"LABORAL KUTXA AKTIBO HEGO,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20664504 
"LABORAL KUTXA AKTIBO IPAR,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75133587 
"LABORAL KUTXA AVANT,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20733291 
"LABORAL KUTXA BOLSA GARANTIZADO VI,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20631545 
"LABORAL KUTXA BOLSA GARANTIZADO XXIV, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75187039 
"LABORAL KUTXA BOLSA JAPON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20729596 
"LABORAL KUTXA BOLSA UNIVERSAL,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20691879 
"LABORAL KUTXA BOLSA USA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20729570 
"LABORAL KUTXA BOLSA,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20476032 
"LABORAL KUTXA BOLSAS EUROPEAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20691853 
"LABORAL KUTXA CRECIMIENTO,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20476008 
"LABORAL KUTXA EURIBOR GARANTIZADO II,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20691606 
"LABORAL KUTXA EURIBOR GARANTIZADO III,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20604294 
"LABORAL KUTXA FUTUR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75192286 
"LABORAL KUTXA KONPROMISO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75135293 
"LABORAL KUTXA MERCADOS EMERGENTES,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20691887 
"LABORAL KUTXA RENTA FIJA GARANTIZADO X,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20680369 
"LABORAL KUTXA RENTA FIJA GARANTIZADO XI,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20624821 
"LABORAL KUTXA RENTA FIJA GARANTIZADO XIX,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V20671244 
"LABORAL KUTXA RENTA FIJA GARANTIZADO XVII, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75192849 
"LABORAL KUTXA RENTA FIJA GARANTIZADO XVIII, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75203380 
"LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95204251 
"LABORAL KUTXA RENTA FIJA GARANTIZADO XXI,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95661526 
"LABORAL KUTXA SELEK BALANCE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75146225 
"LABORAL KUTXA SELEK BASE,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75064071 
"LABORAL KUTXA SELEK EXTRAPLUS,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75064162 
"LABORAL KUTXA SELEK PLUS,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V75064105 
"LANCIA CAPITAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85956431 
"LIBERBANK AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81608549 
"LIBERBANK BONOS GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86064946 
"LIBERBANK CAPITAL FINANCIERO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81608564 
"LIBERBANK CARTERA CONSERVADORA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84574235 
"LIBERBANK CARTERA DINAMICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84574201 
"LIBERBANK CARTERA MODERADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84574284 
"LIBERBANK CONSOLIDACION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01769819 
LIBERBANK GLOBAL MACRO FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88316393 
"LIBERBANK GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82480641 
"LIBERBANK INCOME, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88612403 
"LIBERBANK MEGATENDENCIAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86766672 
"LIBERBANK MIX-RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81713398 
"LIBERBANK MULTI MANAGER, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87617585 
"LIBERBANK RENTA FIJA FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82963463 
"LIBERBANK RENTA VARIABLE ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81713406 
"LIBERBANK RENTA VARIABLE EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81853590 
"LIBERBANK RENTAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81608572 
"LIBERBANK SOLIDARIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01900604 
"LIBERTY EURO RENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82344185 
"LIBERTY EURO STOCK MARKET, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83095505 
"LORETO PREMIUM GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88138409 
"LORETO PREMIUM RENTA FIJA MIXTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88139241 
"LORETO PREMIUM RENTA VARIABLE MIXTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88137955 
MAGALLANES EUROPEAN EQUITY FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87171005 
MAGALLANES IBERIAN EQUITY FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87171278 
"MAGALLANES MICROCAPS EUROPE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87756334 
"MAGNUS INTERNATIONAL ALLOCATION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66850454 
"MAPFRE FONDTESORO PLUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79523718 
"MARAL MACRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86239720 
"MARANGO EQUITY FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88101340 
"MARCH CARTERA CONSERVADORA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95499729 
"MARCH CARTERA DECIDIDA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85114742 
"MARCH CARTERA DEFENSIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84111368 
"MARCH CARTERA MODERADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95499695 
"MARCH EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85014801 
"MARCH GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82086448 
"MARCH NEW EMERGING WORLD, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86068970 
"MARCH NEXT GENERATION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88555545 
"MARCH PATRIMONIO CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86345337 
"MARCH RENDIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87419958 
"MARCH RENTA FIJA CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81931958 
"MARCH RENTABILIDAD OBJETIVO 2023, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88412572 
"MAVERICK FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87583738 
"MEDIGESTION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01662766 
"MEDIOLANUM ACTIVO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61293171 
"MEDIOLANUM CRECIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V08770810 
"MEDIOLANUM EUROPA R.V., FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61392916 
"MEDIOLANUM EXCELLENT, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V62099940 
"MEDIOLANUM FONDCUENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V08976888 
"MEDIOLANUM MERCADOS EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V61518734 
"MEDIOLANUM REAL ESTATE GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66525692 
"MEDIOLANUM RENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78771383 
"MEDIOLANUM SMALL & MID CAPS ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66306267 
"MERCHBANC FONDTESORO CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V59382101 
"MERCH-EUROUNION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63744288 
"MERCHFONDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58379918 
"MERCH-FONTEMAR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58756206 
"MERCH-OPORTUNIDADES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63294417 
"MERCHRENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58379934 
"MERCH-UNIVERSAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V58379926 
"META AMERICA USA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87712923 
"META FINANZAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87712899 
"METAVALOR DIVIDENDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87314548 
"METAVALOR GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85143444 
"METAVALOR INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85008472 
"METAVALOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78798840 
"METROPOLIS RENTA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80593247 
"MI FONDO SANTANDER ATREVIDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83004986 
"MI FONDO SANTANDER DECIDIDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85932945 
"MI FONDO SANTANDER MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85932937 
"MI FONDO SANTANDER PATRIMONIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85932903 
"MICROBANK FONDO ECOLOGICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66013079 
"MICROBANK FONDO ETICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82289935 
"MILLENIUM FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95350849 
"MILLENNIAL FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87445565 
"MIRABAUD FUNDS EQUITIES SPAIN, FI (EN LIQUIDACION)",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63048995 
"MIRABAUD SHORT TERM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V63035406 
"MIRASSET SELECTOR FUND, FI (EN LIQUIDACION)",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V64679913 
"MISTRAL CARTERA EQUILIBRADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84798115 
"MIXED CONSERVATIVE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V65979874 
"MM GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V04904504 
"MOMENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87946760 
"MULTIACTIVO MIXTO RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82571035 
"MULTIADVISOR GESTION II, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88234547 
"MULTIADVISOR GESTION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87562286 
"MULTIFONDO AMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V95354585 
"MULTIFONDO EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V48964225 
